respondent_id,date,question,selected_option,region,age_group,gender,education,employment,week,month
R0251,2024-01-16,Which option do you prefer for the upcoming election?,Option B,Central,36-50,Male,Bachelor'S,Employed,3,January
R0252,2024-01-05,Which option do you prefer for the upcoming election?,Option A,West,26-35,Female,Master'S,Unemployed,1,January
R0253,2024-03-22,Which option do you prefer for the upcoming election?,Option C,West,51+,Female,Master'S,Employed,12,March
R0254,2024-01-23,Which option do you prefer for the upcoming election?,Option A,North,36-50,Female,High School,Employed,4,January
R0255,2024-03-07,Which option do you prefer for the upcoming election?,Option B,South,26-35,Male,Bachelor'S,Employed,10,March
R0256,2024-01-15,Which option do you prefer for the upcoming election?,Option C,West,26-35,Female,Master'S,Employed,3,January
R0257,2024-02-04,Which option do you prefer for the upcoming election?,Option C,West,51+,Male,Phd,Employed,5,February
R0258,2024-01-21,Which option do you prefer for the upcoming election?,Option A,South,51+,Female,Master'S,Employed,3,January
R0259,2024-01-25,Which option do you prefer for the upcoming election?,Option A,East,18-25,Female,Bachelor'S,Unemployed,4,January
R0260,2024-02-23,Which option do you prefer for the upcoming election?,Option C,South,18-25,Female,Phd,Employed,8,February
R0261,2024-01-21,Which option do you prefer for the upcoming election?,Option A,Central,26-35,Female,Master'S,Student,3,January
R0262,2024-01-13,Which option do you prefer for the upcoming election?,Option A,South,26-35,Male,High School,Self-Employed,2,January
R0263,2024-02-29,Which option do you prefer for the upcoming election?,Option C,West,26-35,Male,Bachelor'S,Employed,9,February
R0264,2024-02-19,Which option do you prefer for the upcoming election?,Option B,East,26-35,Female,High School,Employed,8,February
R0265,2024-01-28,Which option do you prefer for the upcoming election?,Option A,Central,36-50,Male,Bachelor'S,Employed,4,January
R0266,2024-02-21,Which option do you prefer for the upcoming election?,Option A,East,18-25,Female,Bachelor'S,Student,8,February
R0267,2024-03-02,Which option do you prefer for the upcoming election?,Option D,Central,36-50,Female,Bachelor'S,Employed,9,March
R0268,2024-01-05,Which option do you prefer for the upcoming election?,Option B,Central,26-35,Female,Bachelor'S,Employed,1,January
R0269,2024-02-08,Which option do you prefer for the upcoming election?,Option C,South,18-25,Male,Master'S,Student,6,February
R0270,2024-02-14,Which option do you prefer for the upcoming election?,Option C,Central,18-25,Male,High School,Unemployed,7,February
R0271,2024-01-26,Which option do you prefer for the upcoming election?,Option B,West,26-35,Male,Bachelor'S,Employed,4,January
R0272,2024-01-29,Which option do you prefer for the upcoming election?,Option C,West,51+,Male,Bachelor'S,Self-Employed,5,January
R0273,2024-01-01,Which option do you prefer for the upcoming election?,Option B,South,36-50,Female,Phd,Self-Employed,1,January
R0274,2024-01-21,Which option do you prefer for the upcoming election?,Option D,South,26-35,Male,Master'S,Employed,3,January
R0275,2024-02-29,Which option do you prefer for the upcoming election?,Option C,West,36-50,Female,Master'S,Student,9,February
R0276,2024-03-27,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Female,Bachelor'S,Student,13,March
R0277,2024-02-27,Which option do you prefer for the upcoming election?,Option B,East,36-50,Female,High School,Employed,9,February
R0278,2024-01-05,Which option do you prefer for the upcoming election?,Option A,West,26-35,Female,Bachelor'S,Employed,1,January
R0279,2024-03-21,Which option do you prefer for the upcoming election?,Option A,Central,36-50,Female,Bachelor'S,Employed,12,March
R0280,2024-02-10,Which option do you prefer for the upcoming election?,Option A,North,51+,Female,High School,Employed,6,February
R0281,2024-01-02,Which option do you prefer for the upcoming election?,Option A,North,26-35,Male,Phd,Self-Employed,1,January
R0282,2024-01-15,Which option do you prefer for the upcoming election?,Option A,Central,36-50,Female,Master'S,Student,3,January
R0283,2024-03-29,Which option do you prefer for the upcoming election?,Option B,North,51+,Male,Bachelor'S,Employed,13,March
R0284,2024-01-21,Which option do you prefer for the upcoming election?,Option C,South,51+,Male,High School,Employed,3,January
R0285,2024-01-21,Which option do you prefer for the upcoming election?,Option B,East,36-50,Male,Master'S,Employed,3,January
R0286,2024-03-15,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Non-Binary,Master'S,Student,11,March
R0287,2024-02-21,Which option do you prefer for the upcoming election?,Option C,East,26-35,Female,Master'S,Employed,8,February
R0288,2024-02-06,Which option do you prefer for the upcoming election?,Option B,East,51+,Female,High School,Employed,6,February
R0289,2024-01-25,Which option do you prefer for the upcoming election?,Option A,Central,36-50,Female,High School,Employed,4,January
R0290,2024-03-05,Which option do you prefer for the upcoming election?,Option C,Central,18-25,Male,High School,Employed,10,March
R0291,2024-02-15,Which option do you prefer for the upcoming election?,Option C,West,18-25,Male,Master'S,Employed,7,February
R0292,2024-03-30,Which option do you prefer for the upcoming election?,Option A,East,18-25,Male,Master'S,Student,13,March
R0293,2024-03-15,Which option do you prefer for the upcoming election?,Option B,South,18-25,Female,High School,Unemployed,11,March
R0294,2024-01-04,Which option do you prefer for the upcoming election?,Option B,East,51+,Male,Bachelor'S,Employed,1,January
R0295,2024-01-21,Which option do you prefer for the upcoming election?,Option A,West,36-50,Male,High School,Student,3,January
R0296,2024-01-04,Which option do you prefer for the upcoming election?,Option B,South,36-50,Male,Master'S,Employed,1,January
R0297,2024-01-24,Which option do you prefer for the upcoming election?,Option B,Central,36-50,Male,Bachelor'S,Student,4,January
R0298,2024-03-23,Which option do you prefer for the upcoming election?,Option B,South,36-50,Female,High School,Employed,12,March
R0299,2024-02-14,Which option do you prefer for the upcoming election?,Option B,Central,36-50,Non-Binary,High School,Self-Employed,7,February
R0300,2024-02-16,Which option do you prefer for the upcoming election?,Option A,West,18-25,Female,High School,Employed,7,February
R0301,2024-02-16,Which option do you prefer for the upcoming election?,Option B,East,36-50,Male,High School,Student,7,February
R0302,2024-03-09,Which option do you prefer for the upcoming election?,Option D,East,36-50,Non-Binary,Master'S,Student,10,March
R0303,2024-03-10,Which option do you prefer for the upcoming election?,Option A,North,36-50,Non-Binary,High School,Student,10,March
R0304,2024-03-09,Which option do you prefer for the upcoming election?,Option A,North,51+,Female,High School,Self-Employed,10,March
R0305,2024-03-30,Which option do you prefer for the upcoming election?,Option C,Central,26-35,Female,Bachelor'S,Unemployed,13,March
R0306,2024-02-10,Which option do you prefer for the upcoming election?,Option A,West,18-25,Female,Master'S,Self-Employed,6,February
R0307,2024-01-24,Which option do you prefer for the upcoming election?,Option A,West,18-25,Male,Phd,Employed,4,January
R0308,2024-01-10,Which option do you prefer for the upcoming election?,Option C,West,18-25,Male,Bachelor'S,Employed,2,January
R0309,2024-03-22,Which option do you prefer for the upcoming election?,Option A,South,51+,Male,High School,Self-Employed,12,March
R0310,2024-01-15,Which option do you prefer for the upcoming election?,Option A,South,36-50,Male,Bachelor'S,Self-Employed,3,January
R0311,2024-01-26,Which option do you prefer for the upcoming election?,Option B,South,36-50,Female,High School,Self-Employed,4,January
R0312,2024-03-27,Which option do you prefer for the upcoming election?,Option A,West,36-50,Female,Bachelor'S,Unemployed,13,March
R0313,2024-03-01,Which option do you prefer for the upcoming election?,Option D,South,18-25,Male,Bachelor'S,Unemployed,9,March
R0314,2024-02-02,Which option do you prefer for the upcoming election?,Option C,North,18-25,Female,Bachelor'S,Employed,5,February
R0315,2024-02-18,Which option do you prefer for the upcoming election?,Option C,North,51+,Male,Bachelor'S,Employed,7,February
R0316,2024-01-22,Which option do you prefer for the upcoming election?,Option A,North,36-50,Male,Master'S,Employed,4,January
R0317,2024-03-28,Which option do you prefer for the upcoming election?,Option B,North,36-50,Male,Bachelor'S,Student,13,March
R0318,2024-01-21,Which option do you prefer for the upcoming election?,Option B,West,26-35,Non-Binary,Master'S,Employed,3,January
R0319,2024-03-19,Which option do you prefer for the upcoming election?,Option A,West,26-35,Female,Master'S,Employed,12,March
R0320,2024-03-03,Which option do you prefer for the upcoming election?,Option C,West,51+,Male,Bachelor'S,Unemployed,9,March
R0321,2024-01-06,Which option do you prefer for the upcoming election?,Option B,South,18-25,Male,Master'S,Employed,1,January
R0322,2024-01-12,Which option do you prefer for the upcoming election?,Option A,West,26-35,Male,High School,Employed,2,January
R0323,2024-01-09,Which option do you prefer for the upcoming election?,Option B,South,18-25,Male,Master'S,Employed,2,January
R0324,2024-01-03,Which option do you prefer for the upcoming election?,Option C,South,18-25,Female,Master'S,Employed,1,January
R0325,2024-02-01,Which option do you prefer for the upcoming election?,Option A,East,26-35,Non-Binary,High School,Employed,5,February
R0326,2024-01-09,Which option do you prefer for the upcoming election?,Option D,West,51+,Male,Master'S,Unemployed,2,January
R0327,2024-01-30,Which option do you prefer for the upcoming election?,Option A,West,36-50,Male,Phd,Employed,5,January
R0328,2024-03-09,Which option do you prefer for the upcoming election?,Option A,Central,26-35,Non-Binary,Phd,Student,10,March
R0329,2024-03-01,Which option do you prefer for the upcoming election?,Option B,North,18-25,Male,Master'S,Employed,9,March
R0330,2024-01-11,Which option do you prefer for the upcoming election?,Option B,West,51+,Female,Bachelor'S,Student,2,January
R0331,2024-01-30,Which option do you prefer for the upcoming election?,Option C,South,51+,Male,Bachelor'S,Employed,5,January
R0332,2024-02-03,Which option do you prefer for the upcoming election?,Option B,South,18-25,Male,High School,Student,5,February
R0333,2024-01-17,Which option do you prefer for the upcoming election?,Option B,North,36-50,Male,Bachelor'S,Employed,3,January
R0334,2024-02-03,Which option do you prefer for the upcoming election?,Option C,Central,36-50,Female,Bachelor'S,Employed,5,February
R0335,2024-01-01,Which option do you prefer for the upcoming election?,Option C,South,26-35,Male,Bachelor'S,Employed,1,January
R0336,2024-02-22,Which option do you prefer for the upcoming election?,Option A,East,36-50,Female,Bachelor'S,Employed,8,February
R0337,2024-03-22,Which option do you prefer for the upcoming election?,Option C,West,51+,Female,Master'S,Self-Employed,12,March
R0338,2024-02-07,Which option do you prefer for the upcoming election?,Option B,East,51+,Female,Bachelor'S,Employed,6,February
R0339,2024-01-25,Which option do you prefer for the upcoming election?,Option B,West,26-35,Male,Bachelor'S,Self-Employed,4,January
R0340,2024-01-19,Which option do you prefer for the upcoming election?,Option C,South,51+,Male,Master'S,Unemployed,3,January
R0341,2024-01-19,Which option do you prefer for the upcoming election?,Option B,North,51+,Non-Binary,Bachelor'S,Student,3,January
R0342,2024-03-04,Which option do you prefer for the upcoming election?,Option B,West,18-25,Female,Bachelor'S,Employed,10,March
R0343,2024-02-10,Which option do you prefer for the upcoming election?,Option A,North,26-35,Male,Bachelor'S,Employed,6,February
R0344,2024-02-24,Which option do you prefer for the upcoming election?,Option B,West,18-25,Female,Master'S,Employed,8,February
R0345,2024-03-25,Which option do you prefer for the upcoming election?,Option C,Central,51+,Male,Bachelor'S,Employed,13,March
R0346,2024-03-01,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Female,Bachelor'S,Employed,9,March
R0347,2024-02-16,Which option do you prefer for the upcoming election?,Option B,North,36-50,Female,Master'S,Student,7,February
R0348,2024-01-22,Which option do you prefer for the upcoming election?,Option A,West,51+,Male,High School,Employed,4,January
R0349,2024-01-28,Which option do you prefer for the upcoming election?,Option B,Central,36-50,Female,Master'S,Employed,4,January
R0350,2024-02-24,Which option do you prefer for the upcoming election?,Option C,West,26-35,Female,Bachelor'S,Unemployed,8,February
R0351,2024-01-12,Which option do you prefer for the upcoming election?,Option A,North,26-35,Female,High School,Employed,2,January
R0352,2024-02-09,Which option do you prefer for the upcoming election?,Option B,South,51+,Male,Bachelor'S,Employed,6,February
R0353,2024-03-02,Which option do you prefer for the upcoming election?,Option D,East,26-35,Male,Bachelor'S,Employed,9,March
R0354,2024-02-23,Which option do you prefer for the upcoming election?,Option A,East,51+,Male,Bachelor'S,Employed,8,February
R0355,2024-02-08,Which option do you prefer for the upcoming election?,Option A,North,26-35,Male,Bachelor'S,Employed,6,February
R0356,2024-02-14,Which option do you prefer for the upcoming election?,Option D,North,18-25,Female,High School,Employed,7,February
R0357,2024-03-01,Which option do you prefer for the upcoming election?,Option A,North,26-35,Female,Master'S,Student,9,March
R0358,2024-03-27,Which option do you prefer for the upcoming election?,Option B,North,51+,Female,Master'S,Employed,13,March
R0359,2024-02-02,Which option do you prefer for the upcoming election?,Option B,Central,51+,Male,Master'S,Employed,5,February
R0360,2024-01-15,Which option do you prefer for the upcoming election?,Option A,West,26-35,Male,Bachelor'S,Self-Employed,3,January
R0361,2024-01-10,Which option do you prefer for the upcoming election?,Option B,North,51+,Female,Bachelor'S,Employed,2,January
R0362,2024-01-02,Which option do you prefer for the upcoming election?,Option C,South,18-25,Male,High School,Employed,1,January
R0363,2024-02-04,Which option do you prefer for the upcoming election?,Option B,Central,18-25,Female,High School,Employed,5,February
R0364,2024-01-25,Which option do you prefer for the upcoming election?,Option B,East,26-35,Female,High School,Employed,4,January
R0365,2024-03-13,Which option do you prefer for the upcoming election?,Option A,North,18-25,Male,Master'S,Employed,11,March
R0366,2024-02-13,Which option do you prefer for the upcoming election?,Option B,Central,51+,Female,High School,Employed,7,February
R0367,2024-02-02,Which option do you prefer for the upcoming election?,Option B,North,26-35,Male,Bachelor'S,Employed,5,February
R0368,2024-01-20,Which option do you prefer for the upcoming election?,Option B,South,18-25,Male,High School,Self-Employed,3,January
R0369,2024-01-11,Which option do you prefer for the upcoming election?,Option A,East,18-25,Female,Bachelor'S,Employed,2,January
R0370,2024-03-05,Which option do you prefer for the upcoming election?,Option B,North,18-25,Female,Bachelor'S,Self-Employed,10,March
R0371,2024-02-14,Which option do you prefer for the upcoming election?,Option C,West,18-25,Non-Binary,High School,Unemployed,7,February
R0372,2024-01-06,Which option do you prefer for the upcoming election?,Option B,West,18-25,Male,Phd,Employed,1,January
R0373,2024-02-04,Which option do you prefer for the upcoming election?,Option B,East,18-25,Female,High School,Self-Employed,5,February
R0374,2024-01-17,Which option do you prefer for the upcoming election?,Option A,West,51+,Female,High School,Student,3,January
R0375,2024-03-26,Which option do you prefer for the upcoming election?,Option B,Central,51+,Female,Phd,Employed,13,March
R0376,2024-03-25,Which option do you prefer for the upcoming election?,Option A,Central,51+,Male,Bachelor'S,Employed,13,March
R0377,2024-01-13,Which option do you prefer for the upcoming election?,Option C,West,18-25,Female,Bachelor'S,Employed,2,January
R0378,2024-01-24,Which option do you prefer for the upcoming election?,Option B,South,26-35,Male,Phd,Self-Employed,4,January
R0379,2024-01-19,Which option do you prefer for the upcoming election?,Option C,South,26-35,Female,High School,Self-Employed,3,January
R0380,2024-01-11,Which option do you prefer for the upcoming election?,Option A,East,51+,Female,Bachelor'S,Self-Employed,2,January
R0381,2024-01-19,Which option do you prefer for the upcoming election?,Option D,West,18-25,Female,Bachelor'S,Employed,3,January
R0382,2024-03-15,Which option do you prefer for the upcoming election?,Option B,South,51+,Female,Master'S,Student,11,March
R0383,2024-03-21,Which option do you prefer for the upcoming election?,Option A,North,36-50,Male,Bachelor'S,Unemployed,12,March
R0384,2024-01-07,Which option do you prefer for the upcoming election?,Option B,East,51+,Male,Bachelor'S,Student,1,January
R0385,2024-03-12,Which option do you prefer for the upcoming election?,Option C,Central,26-35,Non-Binary,High School,Employed,11,March
R0386,2024-03-20,Which option do you prefer for the upcoming election?,Option A,East,26-35,Male,High School,Unemployed,12,March
R0387,2024-01-21,Which option do you prefer for the upcoming election?,Option A,South,26-35,Female,Master'S,Student,3,January
R0388,2024-01-19,Which option do you prefer for the upcoming election?,Option A,West,36-50,Male,High School,Unemployed,3,January
R0389,2024-01-25,Which option do you prefer for the upcoming election?,Option C,South,36-50,Female,Bachelor'S,Employed,4,January
R0390,2024-01-01,Which option do you prefer for the upcoming election?,Option B,Central,36-50,Male,Master'S,Self-Employed,1,January
R0391,2024-01-04,Which option do you prefer for the upcoming election?,Option B,West,36-50,Male,Bachelor'S,Student,1,January
R0392,2024-03-01,Which option do you prefer for the upcoming election?,Option A,East,26-35,Male,Master'S,Unemployed,9,March
R0393,2024-01-16,Which option do you prefer for the upcoming election?,Option C,East,26-35,Male,High School,Employed,3,January
R0394,2024-03-07,Which option do you prefer for the upcoming election?,Option D,West,18-25,Female,Bachelor'S,Employed,10,March
R0395,2024-01-13,Which option do you prefer for the upcoming election?,Option A,East,18-25,Female,Master'S,Employed,2,January
R0396,2024-02-01,Which option do you prefer for the upcoming election?,Option C,Central,18-25,Male,Master'S,Employed,5,February
R0397,2024-01-28,Which option do you prefer for the upcoming election?,Option A,South,36-50,Female,High School,Student,4,January
R0398,2024-01-08,Which option do you prefer for the upcoming election?,Option D,West,26-35,Male,Bachelor'S,Employed,2,January
R0399,2024-03-16,Which option do you prefer for the upcoming election?,Option C,South,26-35,Male,Master'S,Self-Employed,11,March
R0400,2024-02-07,Which option do you prefer for the upcoming election?,Option A,North,26-35,Male,Bachelor'S,Employed,6,February
R0401,2024-01-29,Which option do you prefer for the upcoming election?,Option C,North,18-25,Female,High School,Employed,5,January
R0402,2024-03-22,Which option do you prefer for the upcoming election?,Option B,West,18-25,Male,Bachelor'S,Self-Employed,12,March
R0403,2024-02-27,Which option do you prefer for the upcoming election?,Option A,East,26-35,Female,Bachelor'S,Unemployed,9,February
R0404,2024-03-25,Which option do you prefer for the upcoming election?,Option A,South,36-50,Female,Master'S,Student,13,March
R0405,2024-01-25,Which option do you prefer for the upcoming election?,Option A,Central,51+,Male,Bachelor'S,Employed,4,January
R0406,2024-02-17,Which option do you prefer for the upcoming election?,Option B,North,18-25,Female,Bachelor'S,Employed,7,February
R0407,2024-03-11,Which option do you prefer for the upcoming election?,Option C,West,51+,Male,High School,Student,11,March
R0408,2024-02-07,Which option do you prefer for the upcoming election?,Option B,North,18-25,Female,Bachelor'S,Student,6,February
R0409,2024-01-09,Which option do you prefer for the upcoming election?,Option A,East,36-50,Female,Master'S,Self-Employed,2,January
R0410,2024-02-23,Which option do you prefer for the upcoming election?,Option C,West,36-50,Male,Bachelor'S,Employed,8,February
R0411,2024-01-10,Which option do you prefer for the upcoming election?,Option A,North,51+,Male,Bachelor'S,Employed,2,January
R0412,2024-03-26,Which option do you prefer for the upcoming election?,Option B,Central,26-35,Female,High School,Employed,13,March
R0413,2024-02-23,Which option do you prefer for the upcoming election?,Option B,North,18-25,Male,Bachelor'S,Employed,8,February
R0414,2024-03-24,Which option do you prefer for the upcoming election?,Option C,West,18-25,Male,Phd,Employed,12,March
R0415,2024-02-11,Which option do you prefer for the upcoming election?,Option C,West,26-35,Male,High School,Self-Employed,6,February
R0416,2024-01-25,Which option do you prefer for the upcoming election?,Option B,East,26-35,Male,High School,Employed,4,January
R0417,2024-03-17,Which option do you prefer for the upcoming election?,Option B,North,36-50,Male,Bachelor'S,Student,11,March
R0418,2024-03-12,Which option do you prefer for the upcoming election?,Option C,West,51+,Male,Master'S,Self-Employed,11,March
R0419,2024-01-28,Which option do you prefer for the upcoming election?,Option A,Central,26-35,Male,High School,Employed,4,January
R0420,2024-01-05,Which option do you prefer for the upcoming election?,Option D,Central,36-50,Male,High School,Unemployed,1,January
R0421,2024-03-11,Which option do you prefer for the upcoming election?,Option A,West,26-35,Non-Binary,High School,Employed,11,March
R0422,2024-03-12,Which option do you prefer for the upcoming election?,Option D,South,51+,Female,Bachelor'S,Employed,11,March
R0423,2024-03-28,Which option do you prefer for the upcoming election?,Option D,West,26-35,Female,Bachelor'S,Employed,13,March
R0424,2024-03-24,Which option do you prefer for the upcoming election?,Option D,West,26-35,Male,Bachelor'S,Student,12,March
R0425,2024-03-01,Which option do you prefer for the upcoming election?,Option C,West,18-25,Male,Bachelor'S,Employed,9,March
R0426,2024-03-14,Which option do you prefer for the upcoming election?,Option B,South,36-50,Male,Bachelor'S,Self-Employed,11,March
R0427,2024-02-02,Which option do you prefer for the upcoming election?,Option D,Central,26-35,Female,Master'S,Employed,5,February
R0428,2024-01-16,Which option do you prefer for the upcoming election?,Option D,North,51+,Female,Master'S,Employed,3,January
R0429,2024-01-11,Which option do you prefer for the upcoming election?,Option B,West,51+,Non-Binary,Master'S,Unemployed,2,January
R0430,2024-01-04,Which option do you prefer for the upcoming election?,Option D,Central,26-35,Female,High School,Student,1,January
R0431,2024-03-06,Which option do you prefer for the upcoming election?,Option B,West,36-50,Female,Phd,Unemployed,10,March
R0432,2024-03-05,Which option do you prefer for the upcoming election?,Option A,South,36-50,Male,Bachelor'S,Student,10,March
R0433,2024-01-09,Which option do you prefer for the upcoming election?,Option B,East,36-50,Male,Bachelor'S,Self-Employed,2,January
R0434,2024-03-28,Which option do you prefer for the upcoming election?,Option C,Central,18-25,Male,Phd,Employed,13,March
R0435,2024-03-07,Which option do you prefer for the upcoming election?,Option B,South,26-35,Female,Master'S,Employed,10,March
R0436,2024-01-01,Which option do you prefer for the upcoming election?,Option D,West,36-50,Male,Bachelor'S,Employed,1,January
R0437,2024-03-30,Which option do you prefer for the upcoming election?,Option D,North,36-50,Male,Bachelor'S,Self-Employed,13,March
R0438,2024-01-01,Which option do you prefer for the upcoming election?,Option B,North,36-50,Male,Bachelor'S,Employed,1,January
R0439,2024-01-05,Which option do you prefer for the upcoming election?,Option C,South,51+,Non-Binary,High School,Self-Employed,1,January
R0440,2024-01-11,Which option do you prefer for the upcoming election?,Option B,South,51+,Male,Bachelor'S,Employed,2,January
R0441,2024-03-11,Which option do you prefer for the upcoming election?,Option B,East,26-35,Male,Master'S,Employed,11,March
R0442,2024-01-08,Which option do you prefer for the upcoming election?,Option B,South,51+,Male,Master'S,Employed,2,January
R0443,2024-01-15,Which option do you prefer for the upcoming election?,Option B,North,26-35,Female,High School,Student,3,January
R0444,2024-01-24,Which option do you prefer for the upcoming election?,Option B,East,26-35,Male,Master'S,Self-Employed,4,January
R0445,2024-03-09,Which option do you prefer for the upcoming election?,Option A,South,51+,Female,Bachelor'S,Employed,10,March
R0446,2024-01-10,Which option do you prefer for the upcoming election?,Option A,Central,36-50,Male,Bachelor'S,Employed,2,January
R0447,2024-02-07,Which option do you prefer for the upcoming election?,Option D,Central,26-35,Male,High School,Student,6,February
R0448,2024-03-02,Which option do you prefer for the upcoming election?,Option A,East,36-50,Female,Master'S,Employed,9,March
R0449,2024-02-08,Which option do you prefer for the upcoming election?,Option D,Central,36-50,Female,High School,Employed,6,February
R0450,2024-02-01,Which option do you prefer for the upcoming election?,Option C,Central,26-35,Male,Bachelor'S,Employed,5,February
R0451,2024-01-17,Which option do you prefer for the upcoming election?,Option B,East,26-35,Female,Bachelor'S,Student,3,January
R0452,2024-03-03,Which option do you prefer for the upcoming election?,Option C,West,51+,Female,High School,Student,9,March
R0453,2024-02-08,Which option do you prefer for the upcoming election?,Option A,North,18-25,Non-Binary,Bachelor'S,Employed,6,February
R0454,2024-02-03,Which option do you prefer for the upcoming election?,Option B,East,36-50,Male,High School,Self-Employed,5,February
R0455,2024-03-21,Which option do you prefer for the upcoming election?,Option A,East,18-25,Male,High School,Student,12,March
R0456,2024-01-15,Which option do you prefer for the upcoming election?,Option A,North,36-50,Female,Phd,Employed,3,January
R0457,2024-03-18,Which option do you prefer for the upcoming election?,Option C,West,36-50,Female,Bachelor'S,Employed,12,March
R0458,2024-01-06,Which option do you prefer for the upcoming election?,Option B,South,36-50,Female,High School,Student,1,January
R0459,2024-01-13,Which option do you prefer for the upcoming election?,Option B,North,26-35,Female,Bachelor'S,Employed,2,January
R0460,2024-02-13,Which option do you prefer for the upcoming election?,Option C,East,51+,Male,Master'S,Self-Employed,7,February
R0461,2024-03-07,Which option do you prefer for the upcoming election?,Option B,South,51+,Female,Master'S,Employed,10,March
R0462,2024-01-12,Which option do you prefer for the upcoming election?,Option A,South,51+,Female,High School,Student,2,January
R0463,2024-03-18,Which option do you prefer for the upcoming election?,Option C,Central,26-35,Male,Bachelor'S,Employed,12,March
R0464,2024-03-09,Which option do you prefer for the upcoming election?,Option C,Central,18-25,Female,Bachelor'S,Employed,10,March
R0465,2024-03-19,Which option do you prefer for the upcoming election?,Option C,East,18-25,Male,Phd,Student,12,March
R0466,2024-02-26,Which option do you prefer for the upcoming election?,Option D,East,36-50,Female,Phd,Employed,9,February
R0467,2024-02-10,Which option do you prefer for the upcoming election?,Option D,South,26-35,Non-Binary,High School,Employed,6,February
R0468,2024-01-03,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Female,High School,Employed,1,January
R0469,2024-01-26,Which option do you prefer for the upcoming election?,Option C,South,26-35,Female,Bachelor'S,Employed,4,January
R0470,2024-01-20,Which option do you prefer for the upcoming election?,Option B,East,36-50,Male,Phd,Employed,3,January
R0471,2024-01-06,Which option do you prefer for the upcoming election?,Option C,West,26-35,Male,Bachelor'S,Student,1,January
R0472,2024-01-02,Which option do you prefer for the upcoming election?,Option A,East,36-50,Female,Bachelor'S,Employed,1,January
R0473,2024-02-20,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Male,Bachelor'S,Student,8,February
R0474,2024-02-14,Which option do you prefer for the upcoming election?,Option B,Central,18-25,Female,Master'S,Student,7,February
R0475,2024-02-15,Which option do you prefer for the upcoming election?,Option C,West,51+,Female,Phd,Employed,7,February
R0476,2024-02-19,Which option do you prefer for the upcoming election?,Option C,South,36-50,Male,Bachelor'S,Employed,8,February
R0477,2024-03-13,Which option do you prefer for the upcoming election?,Option C,East,51+,Male,Master'S,Self-Employed,11,March
R0478,2024-03-24,Which option do you prefer for the upcoming election?,Option A,East,18-25,Female,Bachelor'S,Student,12,March
R0479,2024-03-03,Which option do you prefer for the upcoming election?,Option A,Central,18-25,Male,Master'S,Student,9,March
R0480,2024-03-07,Which option do you prefer for the upcoming election?,Option B,North,18-25,Male,High School,Employed,10,March
R0481,2024-01-19,Which option do you prefer for the upcoming election?,Option C,South,36-50,Female,Bachelor'S,Employed,3,January
R0482,2024-01-08,Which option do you prefer for the upcoming election?,Option C,West,51+,Female,High School,Student,2,January
R0483,2024-02-29,Which option do you prefer for the upcoming election?,Option A,East,36-50,Male,High School,Self-Employed,9,February
R0484,2024-02-27,Which option do you prefer for the upcoming election?,Option B,West,51+,Female,High School,Self-Employed,9,February
R0485,2024-03-19,Which option do you prefer for the upcoming election?,Option A,East,36-50,Female,Bachelor'S,Employed,12,March
R0486,2024-03-26,Which option do you prefer for the upcoming election?,Option A,West,26-35,Female,Master'S,Student,13,March
R0487,2024-02-07,Which option do you prefer for the upcoming election?,Option C,Central,26-35,Male,High School,Employed,6,February
R0488,2024-01-21,Which option do you prefer for the upcoming election?,Option C,South,26-35,Female,High School,Employed,3,January
R0489,2024-03-08,Which option do you prefer for the upcoming election?,Option A,South,51+,Female,Bachelor'S,Employed,10,March
R0490,2024-02-21,Which option do you prefer for the upcoming election?,Option B,West,18-25,Female,Bachelor'S,Employed,8,February
R0491,2024-02-18,Which option do you prefer for the upcoming election?,Option B,North,51+,Male,Master'S,Self-Employed,7,February
R0492,2024-02-04,Which option do you prefer for the upcoming election?,Option A,South,26-35,Male,Bachelor'S,Unemployed,5,February
R0493,2024-02-26,Which option do you prefer for the upcoming election?,Option C,North,51+,Female,Master'S,Self-Employed,9,February
R0494,2024-01-23,Which option do you prefer for the upcoming election?,Option A,North,18-25,Female,High School,Student,4,January
R0495,2024-01-22,Which option do you prefer for the upcoming election?,Option B,Central,18-25,Male,Master'S,Student,4,January
R0496,2024-02-05,Which option do you prefer for the upcoming election?,Option A,North,26-35,Male,Master'S,Self-Employed,6,February
R0497,2024-01-19,Which option do you prefer for the upcoming election?,Option B,South,26-35,Female,High School,Employed,3,January
R0498,2024-03-07,Which option do you prefer for the upcoming election?,Option D,West,36-50,Non-Binary,Bachelor'S,Self-Employed,10,March
R0499,2024-01-01,Which option do you prefer for the upcoming election?,Option B,South,26-35,Female,High School,Employed,1,January
R0500,2024-02-08,Which option do you prefer for the upcoming election?,Option D,South,18-25,Female,Bachelor'S,Employed,6,February
